Pretrain epoch [9/2], ZINB loss:0.4641, NB loss:65.3648, latent MSE loss:0.21900682, KL loss:0.00180220
Pretrain epoch [10/2], ZINB loss:0.4392, NB loss:60.1704, latent MSE loss:0.21968897, KL loss:0.00175293
Pretrain epoch [11/2], ZINB loss:0.4202, NB loss:60.2500, latent MSE loss:0.22870520, KL loss:0.00181841
Pretrain epoch [12/2], ZINB loss:0.4252, NB loss:57.8858, latent MSE loss:0.22772467, KL loss:0.00173785
Pretrain epoch [13/2], ZINB loss:0.4352, NB loss:56.4930, latent MSE loss:0.22713868, KL loss:0.00163286
Pretrain epoch [14/2], ZINB loss:0.4213, NB loss:53.5481, latent MSE loss:0.23064594, KL loss:0.00177079
Pretrain epoch [15/2], ZINB loss:0.4333, NB loss:53.0563, latent MSE loss:0.22495973, KL loss:0.00174434
Pretrain epoch [16/2], ZINB loss:0.4381, NB loss:54.0716, latent MSE loss:0.22743176, KL loss:0.00186680
Pretrain epoch [17/2], ZINB loss:0.4462, NB loss:54.3475, latent MSE loss:0.22943337, KL loss:0.00194232
Pretrain epoch [18/2], ZINB loss:0.4200, NB loss:51.8345, latent MSE loss:0.23247135, KL loss:0.00195052
Pretrain epoch [19/2], ZINB loss:0.4364, NB loss:52.3048, latent MSE loss:0.23007111, KL loss:0.00180615
Pretrain epoch [20/2], ZINB loss:0.4123, NB loss:48.1187, latent MSE loss:0.23928259, KL loss:0.00209276
Pretrain epoch [21/2], ZINB loss:0.4403, NB loss:53.9790, latent MSE loss:0.23407291, KL loss:0.00195209
Pretrain epoch [22/2], ZINB loss:0.4475, NB loss:47.7249, latent MSE loss:0.23740709, KL loss:0.00227778
Pretrain epoch [23/2], ZINB loss:0.4438, NB loss:45.7506, latent MSE loss:0.23507546, KL loss:0.00224912
Pretrain epoch [24/2], ZINB loss:0.4554, NB loss:49.9775, latent MSE loss:0.24247766, KL loss:0.00228848
Pretrain epoch [25/2], ZINB loss:0.4341, NB loss:43.3372, latent MSE loss:0.24751054, KL loss:0.00228346
Pretrain epoch [26/2], ZINB loss:0.4266, NB loss:45.3153, latent MSE loss:0.24833024, KL loss:0.00237625
Pretrain epoch [27/2], ZINB loss:0.4362, NB loss:37.7645, latent MSE loss:0.24054296, KL loss:0.00000973
Pretrain epoch [1/3], ZINB loss:0.4414, NB loss:45.2995, latent MSE loss:0.24588194, KL loss:0.00248567
Pretrain epoch [2/3], ZINB loss:0.4158, NB loss:41.3216, latent MSE loss:0.24288678, KL loss:0.00247593
Pretrain epoch [3/3], ZINB loss:0.4212, NB loss:39.5683, latent MSE loss:0.24603656, KL loss:0.00259835
